idx,is_inclusive,premise,question,label
308,1,Marcus is crass or Ronald is not flashy. Ronald is not flashy.,Ronald is not flashy,1
309,0,Either Ada is crafty or Rigoberto is not versatile. Rigoberto is not versatile.,Ada is crafty,0
310,0,Either Ada is crafty or Rigoberto is not versatile. Rigoberto is not versatile.,Ada is not crafty,1
311,0,Either Ada is crafty or Rigoberto is not versatile. Rigoberto is not versatile.,Rigoberto is versatile,0
312,0,Either Ada is crafty or Rigoberto is not versatile. Rigoberto is not versatile.,Rigoberto is not versatile,1
313,0,Either Don is ugly or Eric is dowdy. Don is ugly.,Don is ugly,1
314,0,Either Don is ugly or Eric is dowdy. Don is ugly.,Don is not ugly,0
315,0,Either Don is ugly or Eric is dowdy. Don is ugly.,Eric is dowdy,0
316,0,Either Don is ugly or Eric is dowdy. Don is ugly.,Eric is not dowdy,1
317,1,Donta is not sturdy or Phillip is deep. Phillip is not deep.,Donta is sturdy,0
318,1,Donta is not sturdy or Phillip is deep. Phillip is not deep.,Donta is not sturdy,1
319,1,Donta is not sturdy or Phillip is deep. Phillip is not deep.,Phillip is deep,0
320,1,Donta is not sturdy or Phillip is deep. Phillip is not deep.,Phillip is not deep,1
321,0,Either Ida is not indolent or Wilhelmina is not demure. Ida is indolent.,Ida is indolent,1
322,0,Either Ida is not indolent or Wilhelmina is not demure. Ida is indolent.,Ida is not indolent,0
323,0,Either Ida is not indolent or Wilhelmina is not demure. Ida is indolent.,Wilhelmina is demure,0
324,0,Either Ida is not indolent or Wilhelmina is not demure. Ida is indolent.,Wilhelmina is not demure,1
325,2,Neither Cecile is not quiet nor Theodore is not idle. Cecile is quiet.,Cecile is quiet,1
326,2,Neither Cecile is not quiet nor Theodore is not idle. Cecile is quiet.,Cecile is not quiet,0
327,2,Neither Cecile is not quiet nor Theodore is not idle. Cecile is quiet.,Theodore is idle,1
328,2,Neither Cecile is not quiet nor Theodore is not idle. Cecile is quiet.,Theodore is not idle,0
329,0,Either Emilie is proud or Eduardo is touchy. Emilie is not proud.,Emilie is proud,0
330,0,Either Emilie is proud or Eduardo is touchy. Emilie is not proud.,Emilie is not proud,1
331,0,Either Emilie is proud or Eduardo is touchy. Emilie is not proud.,Eduardo is touchy,1
332,0,Either Emilie is proud or Eduardo is touchy. Emilie is not proud.,Eduardo is not touchy,0
333,1,Myrtice is not crafty or Zigmund is buff. Zigmund is not buff.,Myrtice is crafty,0
334,1,Myrtice is not crafty or Zigmund is buff. Zigmund is not buff.,Myrtice is not crafty,1
335,1,Myrtice is not crafty or Zigmund is buff. Zigmund is not buff.,Zigmund is buff,0
336,1,Myrtice is not crafty or Zigmund is buff. Zigmund is not buff.,Zigmund is not buff,1
337,0,Either Anastasia is not warm or Will is not prejudiced. Anastasia is not warm.,Anastasia is warm,0
338,0,Either Anastasia is not warm or Will is not prejudiced. Anastasia is not warm.,Anastasia is not warm,1
339,0,Either Anastasia is not warm or Will is not prejudiced. Anastasia is not warm.,Will is prejudiced,1
340,0,Either Anastasia is not warm or Will is not prejudiced. Anastasia is not warm.,Will is not prejudiced,0
341,1,Hazel is not petulant or Hans is distant. Hans is not distant.,Hazel is petulant,0
342,1,Hazel is not petulant or Hans is distant. Hans is not distant.,Hazel is not petulant,1
343,1,Hazel is not petulant or Hans is distant. Hans is not distant.,Hans is distant,0
344,1,Hazel is not petulant or Hans is distant. Hans is not distant.,Hans is not distant,1
345,1,Clifford is zealous or Sabina is judgmental. Clifford is zealous.,Clifford is zealous,1
346,1,Clifford is zealous or Sabina is judgmental. Clifford is zealous.,Clifford is not zealous,0
347,1,Clifford is zealous or Sabina is judgmental. Clifford is zealous.,Sabina is judgmental,1
348,1,Clifford is zealous or Sabina is judgmental. Clifford is zealous.,Sabina is not judgmental,1
349,1,Connor is sharp or Ahmad is not quiet. Ahmad is not quiet.,Connor is sharp,1
350,1,Connor is sharp or Ahmad is not quiet. Ahmad is not quiet.,Connor is not sharp,1
351,1,Connor is sharp or Ahmad is not quiet. Ahmad is not quiet.,Ahmad is quiet,0
352,1,Connor is sharp or Ahmad is not quiet. Ahmad is not quiet.,Ahmad is not quiet,1
353,0,Either Johnie is willing or Duane is striking. Duane is not striking.,Johnie is willing,1
354,0,Either Johnie is willing or Duane is striking. Duane is not striking.,Johnie is not willing,0
355,0,Either Johnie is willing or Duane is striking. Duane is not striking.,Duane is striking,0
356,0,Either Johnie is willing or Duane is striking. Duane is not striking.,Duane is not striking,1
357,2,Neither Rolando is not mean nor Loren is sensitive. Loren is not sensitive.,Rolando is mean,0
358,2,Neither Rolando is not mean nor Loren is sensitive. Loren is not sensitive.,Rolando is not mean,1
359,2,Neither Rolando is not mean nor Loren is sensitive. Loren is not sensitive.,Loren is sensitive,1
360,2,Neither Rolando is not mean nor Loren is sensitive. Loren is not sensitive.,Loren is not sensitive,0
361,1,Clem is testy or Amanda is not drugged. Clem is testy.,Clem is testy,1
362,1,Clem is testy or Amanda is not drugged. Clem is testy.,Clem is not testy,0
363,1,Clem is testy or Amanda is not drugged. Clem is testy.,Amanda is drugged,1
364,1,Clem is testy or Amanda is not drugged. Clem is testy.,Amanda is not drugged,1
365,0,Either Antoinette is not brave or Jaime is slothful. Jaime is slothful.,Antoinette is brave,1
366,0,Either Antoinette is not brave or Jaime is slothful. Jaime is slothful.,Antoinette is not brave,0
367,0,Either Antoinette is not brave or Jaime is slothful. Jaime is slothful.,Jaime is slothful,1
368,0,Either Antoinette is not brave or Jaime is slothful. Jaime is slothful.,Jaime is not slothful,0
369,2,Neither Clayton is blue nor Lorenzo is not dainty. Lorenzo is dainty.,Clayton is blue,0
370,2,Neither Clayton is blue nor Lorenzo is not dainty. Lorenzo is dainty.,Clayton is not blue,1
371,2,Neither Clayton is blue nor Lorenzo is not dainty. Lorenzo is dainty.,Lorenzo is dainty,1
372,2,Neither Clayton is blue nor Lorenzo is not dainty. Lorenzo is dainty.,Lorenzo is not dainty,0
373,1,Jeannette is not meticulous or Charlotte is not crabby. Charlotte is not crabby.,Jeannette is meticulous,1
374,1,Jeannette is not meticulous or Charlotte is not crabby. Charlotte is not crabby.,Jeannette is not meticulous,1
375,1,Jeannette is not meticulous or Charlotte is not crabby. Charlotte is not crabby.,Charlotte is crabby,0
376,1,Jeannette is not meticulous or Charlotte is not crabby. Charlotte is not crabby.,Charlotte is not crabby,1
377,1,Truman is striking or Bertrand is sensitive. Truman is not striking.,Truman is striking,0
378,1,Truman is striking or Bertrand is sensitive. Truman is not striking.,Truman is not striking,1
379,1,Truman is striking or Bertrand is sensitive. Truman is not striking.,Bertrand is sensitive,1
380,1,Truman is striking or Bertrand is sensitive. Truman is not striking.,Bertrand is not sensitive,0
381,2,Neither Marta is not grave nor Vincent is stoic. Vincent is not stoic.,Marta is grave,0
382,2,Neither Marta is not grave nor Vincent is stoic. Vincent is not stoic.,Marta is not grave,1
383,2,Neither Marta is not grave nor Vincent is stoic. Vincent is not stoic.,Vincent is stoic,1
384,2,Neither Marta is not grave nor Vincent is stoic. Vincent is not stoic.,Vincent is not stoic,0
385,1,Ray is not subtle or Willie is lovable. Willie is lovable.,Ray is subtle,1
386,1,Ray is not subtle or Willie is lovable. Willie is lovable.,Ray is not subtle,1
387,1,Ray is not subtle or Willie is lovable. Willie is lovable.,Willie is lovable,1
388,1,Ray is not subtle or Willie is lovable. Willie is lovable.,Willie is not lovable,0
389,2,Neither Delmas is drugged nor Kristoffer is sour. Delmas is not drugged.,Delmas is drugged,0
390,2,Neither Delmas is drugged nor Kristoffer is sour. Delmas is not drugged.,Delmas is not drugged,1
391,2,Neither Delmas is drugged nor Kristoffer is sour. Delmas is not drugged.,Kristoffer is sour,0
392,2,Neither Delmas is drugged nor Kristoffer is sour. Delmas is not drugged.,Kristoffer is not sour,1
393,1,Dylan is angelic or Bernice is snazzy. Dylan is not angelic.,Dylan is angelic,0
394,1,Dylan is angelic or Bernice is snazzy. Dylan is not angelic.,Dylan is not angelic,1
395,1,Dylan is angelic or Bernice is snazzy. Dylan is not angelic.,Bernice is snazzy,1
396,1,Dylan is angelic or Bernice is snazzy. Dylan is not angelic.,Bernice is not snazzy,0
397,2,Neither Zula is not illogical nor Opal is not helpful. Zula is illogical.,Zula is illogical,1
398,2,Neither Zula is not illogical nor Opal is not helpful. Zula is illogical.,Zula is not illogical,0
399,2,Neither Zula is not illogical nor Opal is not helpful. Zula is illogical.,Opal is helpful,1
400,2,Neither Zula is not illogical nor Opal is not helpful. Zula is illogical.,Opal is not helpful,0
401,2,Neither Donovan is not impatient nor Miriam is not idle. Miriam is idle.,Donovan is impatient,1
402,2,Neither Donovan is not impatient nor Miriam is not idle. Miriam is idle.,Donovan is not impatient,0
403,2,Neither Donovan is not impatient nor Miriam is not idle. Miriam is idle.,Miriam is idle,1
404,2,Neither Donovan is not impatient nor Miriam is not idle. Miriam is idle.,Miriam is not idle,0
405,1,Georgina is not alert or Raphael is fussy. Raphael is not fussy.,Georgina is alert,0
406,1,Georgina is not alert or Raphael is fussy. Raphael is not fussy.,Georgina is not alert,1
407,1,Georgina is not alert or Raphael is fussy. Raphael is not fussy.,Raphael is fussy,0
408,1,Georgina is not alert or Raphael is fussy. Raphael is not fussy.,Raphael is not fussy,1
409,2,Neither Benny is not joyous nor Theo is not callous. Benny is joyous.,Benny is joyous,1
410,2,Neither Benny is not joyous nor Theo is not callous. Benny is joyous.,Benny is not joyous,0
411,2,Neither Benny is not joyous nor Theo is not callous. Benny is joyous.,Theo is callous,1
412,2,Neither Benny is not joyous nor Theo is not callous. Benny is joyous.,Theo is not callous,0
413,2,Neither Vergie is not dextrous nor Pauline is not flashy. Pauline is flashy.,Vergie is dextrous,1
414,2,Neither Vergie is not dextrous nor Pauline is not flashy. Pauline is flashy.,Vergie is not dextrous,0
415,2,Neither Vergie is not dextrous nor Pauline is not flashy. Pauline is flashy.,Pauline is flashy,1
416,2,Neither Vergie is not dextrous nor Pauline is not flashy. Pauline is flashy.,Pauline is not flashy,0
417,0,Either Aldona is guarded or Alden is unstable. Alden is not unstable.,Aldona is guarded,1
418,0,Either Aldona is guarded or Alden is unstable. Alden is not unstable.,Aldona is not guarded,0
419,0,Either Aldona is guarded or Alden is unstable. Alden is not unstable.,Alden is unstable,0
420,0,Either Aldona is guarded or Alden is unstable. Alden is not unstable.,Alden is not unstable,1
421,0,Either Rocky is not unaffected or Brice is bright. Brice is bright.,Rocky is unaffected,1
422,0,Either Rocky is not unaffected or Brice is bright. Brice is bright.,Rocky is not unaffected,0
423,0,Either Rocky is not unaffected or Brice is bright. Brice is bright.,Brice is bright,1
424,0,Either Rocky is not unaffected or Brice is bright. Brice is bright.,Brice is not bright,0
425,0,Either Raven is not wonderful or Ines is beautiful. Raven is wonderful.,Raven is wonderful,1
426,0,Either Raven is not wonderful or Ines is beautiful. Raven is wonderful.,Raven is not wonderful,0
427,0,Either Raven is not wonderful or Ines is beautiful. Raven is wonderful.,Ines is beautiful,1
428,0,Either Raven is not wonderful or Ines is beautiful. Raven is wonderful.,Ines is not beautiful,0
429,1,Letitia is nervous or Hunter is not soulful. Hunter is not soulful.,Letitia is nervous,1
430,1,Letitia is nervous or Hunter is not soulful. Hunter is not soulful.,Letitia is not nervous,1
431,1,Letitia is nervous or Hunter is not soulful. Hunter is not soulful.,Hunter is soulful,0
432,1,Letitia is nervous or Hunter is not soulful. Hunter is not soulful.,Hunter is not soulful,1
433,0,Either Rudy is not artificial or Carolyn is inspiring. Carolyn is inspiring.,Rudy is artificial,1
434,0,Either Rudy is not artificial or Carolyn is inspiring. Carolyn is inspiring.,Rudy is not artificial,0
435,0,Either Rudy is not artificial or Carolyn is inspiring. Carolyn is inspiring.,Carolyn is inspiring,1
436,0,Either Rudy is not artificial or Carolyn is inspiring. Carolyn is inspiring.,Carolyn is not inspiring,0
437,1,Roderick is not groggy or Rosalie is not quiet. Rosalie is not quiet.,Roderick is groggy,1
438,1,Roderick is not groggy or Rosalie is not quiet. Rosalie is not quiet.,Roderick is not groggy,1
439,1,Roderick is not groggy or Rosalie is not quiet. Rosalie is not quiet.,Rosalie is quiet,0
440,1,Roderick is not groggy or Rosalie is not quiet. Rosalie is not quiet.,Rosalie is not quiet,1
441,1,Emmitt is not clean or Matilda is good. Matilda is not good.,Emmitt is clean,0
442,1,Emmitt is not clean or Matilda is good. Matilda is not good.,Emmitt is not clean,1
443,1,Emmitt is not clean or Matilda is good. Matilda is not good.,Matilda is good,0
444,1,Emmitt is not clean or Matilda is good. Matilda is not good.,Matilda is not good,1
445,1,Elgin is proud or General is not devoted. General is devoted.,Elgin is proud,1
446,1,Elgin is proud or General is not devoted. General is devoted.,Elgin is not proud,0
447,1,Elgin is proud or General is not devoted. General is devoted.,General is devoted,1
448,1,Elgin is proud or General is not devoted. General is devoted.,General is not devoted,0
449,1,Jessica is not stoic or Mel is timid. Jessica is stoic.,Jessica is stoic,1
450,1,Jessica is not stoic or Mel is timid. Jessica is stoic.,Jessica is not stoic,0
451,1,Jessica is not stoic or Mel is timid. Jessica is stoic.,Mel is timid,1
452,1,Jessica is not stoic or Mel is timid. Jessica is stoic.,Mel is not timid,0
453,1,Jeramiah is dreary or Louisa is not polite. Jeramiah is not dreary.,Jeramiah is dreary,0
454,1,Jeramiah is dreary or Louisa is not polite. Jeramiah is not dreary.,Jeramiah is not dreary,1
455,1,Jeramiah is dreary or Louisa is not polite. Jeramiah is not dreary.,Louisa is polite,0
456,1,Jeramiah is dreary or Louisa is not polite. Jeramiah is not dreary.,Louisa is not polite,1
457,1,Bryce is not childlike or Shirley is boisterous. Bryce is not childlike.,Bryce is childlike,0
458,1,Bryce is not childlike or Shirley is boisterous. Bryce is not childlike.,Bryce is not childlike,1
459,1,Bryce is not childlike or Shirley is boisterous. Bryce is not childlike.,Shirley is boisterous,1
460,1,Bryce is not childlike or Shirley is boisterous. Bryce is not childlike.,Shirley is not boisterous,1
461,1,Frank is unstable or Janell is sleepy. Frank is unstable.,Frank is unstable,1
462,1,Frank is unstable or Janell is sleepy. Frank is unstable.,Frank is not unstable,0
463,1,Frank is unstable or Janell is sleepy. Frank is unstable.,Janell is sleepy,1
464,1,Frank is unstable or Janell is sleepy. Frank is unstable.,Janell is not sleepy,1
465,1,Dwight is impetuous or Infant is not silly. Infant is silly.,Dwight is impetuous,1
466,1,Dwight is impetuous or Infant is not silly. Infant is silly.,Dwight is not impetuous,0
